Accession	Title	Platform	Total bases	Create date	SRA URL	SRA filename	SRA nice filename	FastQ URL	FastQ Aspera URL	FastQ filename	FastQ nice filename
SRR7890866	FFPE WGS study	Illumina HiSeq 4000	3628572	1.55789E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR789/SRR7890866/SRR7890866.sra	SRR7890866.sra	SRR7890866_FFPE_WGS_study.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR789/006/SRR7890866/SRR7890866_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR789/006/SRR7890866/SRR7890866_2.fastq.gz	SRR7890866_2.fastq.gz	SRR7890866_FFPE_WGS_study_2.fastq.gz
SRR7890865	FFPE WGS study	Illumina HiSeq 4000	3246422	1.55789E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR789/SRR7890865/SRR7890865.sra	SRR7890865.sra	SRR7890865_FFPE_WGS_study.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR789/005/SRR7890865/SRR7890865_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR789/005/SRR7890865/SRR7890865_1.fastq.gz	SRR7890865_1.fastq.gz	SRR7890865_FFPE_WGS_study_1.fastq.gz
SRR7890865	FFPE WGS study	Illumina HiSeq 4000	3246422	1.55789E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR789/SRR7890865/SRR7890865.sra	SRR7890865.sra	SRR7890865_FFPE_WGS_study.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR789/005/SRR7890865/SRR7890865_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR789/005/SRR7890865/SRR7890865_2.fastq.gz	SRR7890865_2.fastq.gz	SRR7890865_FFPE_WGS_study_2.fastq.gz
SRR7890864	Tumor purity study	Illumina HiSeq 4000	1122990	1.55789E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR789/SRR7890864/SRR7890864.sra	SRR7890864.sra	SRR7890864_Tumor_purity_study.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR789/004/SRR7890864/SRR7890864_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR789/004/SRR7890864/SRR7890864_1.fastq.gz	SRR7890864_1.fastq.gz	SRR7890864_Tumor_purity_study_1.fastq.gz
SRR7890864	Tumor purity study	Illumina HiSeq 4000	1122990	1.55789E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR789/SRR7890864/SRR7890864.sra	SRR7890864.sra	SRR7890864_Tumor_purity_study.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR789/004/SRR7890864/SRR7890864_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR789/004/SRR7890864/SRR7890864_2.fastq.gz	SRR7890864_2.fastq.gz	SRR7890864_Tumor_purity_study_2.fastq.gz
SRR7961192	Tumor purity study	Illumina HiSeq 4000	1109646	1.55789E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR796/SRR7961192/SRR7961192.sra	SRR7961192.sra	SRR7961192_Tumor_purity_study.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR796/002/SRR7961192/SRR7961192_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR796/002/SRR7961192/SRR7961192_1.fastq.gz	SRR7961192_1.fastq.gz	SRR7961192_Tumor_purity_study_1.fastq.gz
SRR7961192	Tumor purity study	Illumina HiSeq 4000	1109646	1.55789E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR796/SRR7961192/SRR7961192.sra	SRR7961192.sra	SRR7961192_Tumor_purity_study.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR796/002/SRR7961192/SRR7961192_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR796/002/SRR7961192/SRR7961192_2.fastq.gz	SRR7961192_2.fastq.gz	SRR7961192_Tumor_purity_study_2.fastq.gz
SRR7961193	Tumor purity study	Illumina HiSeq 4000	1121023	1.55789E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR796/SRR7961193/SRR7961193.sra	SRR7961193.sra	SRR7961193_Tumor_purity_study.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR796/003/SRR7961193/SRR7961193_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR796/003/SRR7961193/SRR7961193_1.fastq.gz	SRR7961193_1.fastq.gz	SRR7961193_Tumor_purity_study_1.fastq.gz
SRR7961193	Tumor purity study	Illumina HiSeq 4000	1121023	1.55789E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR796/SRR7961193/SRR7961193.sra	SRR7961193.sra	SRR7961193_Tumor_purity_study.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR796/003/SRR7961193/SRR7961193_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR796/003/SRR7961193/SRR7961193_2.fastq.gz	SRR7961193_2.fastq.gz	SRR7961193_Tumor_purity_study_2.fastq.gz
SRR7961194	Tumor purity study	Illumina HiSeq 4000	1114089	1.55789E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR796/SRR7961194/SRR7961194.sra	SRR7961194.sra	SRR7961194_Tumor_purity_study.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR796/004/SRR7961194/SRR7961194_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR796/004/SRR7961194/SRR7961194_1.fastq.gz	SRR7961194_1.fastq.gz	SRR7961194_Tumor_purity_study_1.fastq.gz
SRR7961194	Tumor purity study	Illumina HiSeq 4000	1114089	1.55789E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR796/SRR7961194/SRR7961194.sra	SRR7961194.sra	SRR7961194_Tumor_purity_study.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR796/004/SRR7961194/SRR7961194_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR796/004/SRR7961194/SRR7961194_2.fastq.gz	SRR7961194_2.fastq.gz	SRR7961194_Tumor_purity_study_2.fastq.gz
SRR7890863	WGS cross-site study	Illumina HiSeq 4000	678142	1.55789E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR789/SRR7890863/SRR7890863.sra	SRR7890863.sra	SRR7890863_WGS_cross-site_study.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR789/003/SRR7890863/SRR7890863_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR789/003/SRR7890863/SRR7890863_1.fastq.gz	SRR7890863_1.fastq.gz	SRR7890863_WGS_cross-site_study_1.fastq.gz
SRR7890863	WGS cross-site study	Illumina HiSeq 4000	678142	1.55789E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR789/SRR7890863/SRR7890863.sra	SRR7890863.sra	SRR7890863_WGS_cross-site_study.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR789/003/SRR7890863/SRR7890863_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR789/003/SRR7890863/SRR7890863_2.fastq.gz	SRR7890863_2.fastq.gz	SRR7890863_WGS_cross-site_study_2.fastq.gz
SRR7910043	WGS cross-site study	Illumina HiSeq 4000	642255	1.55789E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR791/SRR7910043/SRR7910043.sra	SRR7910043.sra	SRR7910043_WGS_cross-site_study.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR791/003/SRR7910043/SRR7910043_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR791/003/SRR7910043/SRR7910043_1.fastq.gz	SRR7910043_1.fastq.gz	SRR7910043_WGS_cross-site_study_1.fastq.gz
SRR7910043	WGS cross-site study	Illumina HiSeq 4000	642255	1.55789E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR791/SRR7910043/SRR7910043.sra	SRR7910043.sra	SRR7910043_WGS_cross-site_study.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR791/003/SRR7910043/SRR7910043_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR791/003/SRR7910043/SRR7910043_2.fastq.gz	SRR7910043_2.fastq.gz	SRR7910043_WGS_cross-site_study_2.fastq.gz
SRR7910044	WGS cross-site study	Illumina HiSeq 4000	666522	1.55789E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR791/SRR7910044/SRR7910044.sra	SRR7910044.sra	SRR7910044_WGS_cross-site_study.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR791/004/SRR7910044/SRR7910044_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR791/004/SRR7910044/SRR7910044_1.fastq.gz	SRR7910044_1.fastq.gz	SRR7910044_WGS_cross-site_study_1.fastq.gz
SRR7910044	WGS cross-site study	Illumina HiSeq 4000	666522	1.55789E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR791/SRR7910044/SRR7910044.sra	SRR7910044.sra	SRR7910044_WGS_cross-site_study.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR791/004/SRR7910044/SRR7910044_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR791/004/SRR7910044/SRR7910044_2.fastq.gz	SRR7910044_2.fastq.gz	SRR7910044_WGS_cross-site_study_2.fastq.gz
SRR7910045	WGS cross-site study	Illumina HiSeq 4000	632488	1.55789E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR791/SRR7910045/SRR7910045.sra	SRR7910045.sra	SRR7910045_WGS_cross-site_study.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR791/005/SRR7910045/SRR7910045_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR791/005/SRR7910045/SRR7910045_1.fastq.gz	SRR7910045_1.fastq.gz	SRR7910045_WGS_cross-site_study_1.fastq.gz
SRR7910045	WGS cross-site study	Illumina HiSeq 4000	632488	1.55789E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR791/SRR7910045/SRR7910045.sra	SRR7910045.sra	SRR7910045_WGS_cross-site_study.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR791/005/SRR7910045/SRR7910045_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR791/005/SRR7910045/SRR7910045_2.fastq.gz	SRR7910045_2.fastq.gz	SRR7910045_WGS_cross-site_study_2.fastq.gz
SRR7890862	WGS cross-site study	Illumina HiSeq 4000	627590	1.55789E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR789/SRR7890862/SRR7890862.sra	SRR7890862.sra	SRR7890862_WGS_cross-site_study.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR789/002/SRR7890862/SRR7890862_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR789/002/SRR7890862/SRR7890862_1.fastq.gz	SRR7890862_1.fastq.gz	SRR7890862_WGS_cross-site_study_1.fastq.gz
SRR7890862	WGS cross-site study	Illumina HiSeq 4000	627590	1.55789E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR789/SRR7890862/SRR7890862.sra	SRR7890862.sra	SRR7890862_WGS_cross-site_study.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR789/002/SRR7890862/SRR7890862_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR789/002/SRR7890862/SRR7890862_2.fastq.gz	SRR7890862_2.fastq.gz	SRR7890862_WGS_cross-site_study_2.fastq.gz
SRR7910046	WGS cross-site study	Illumina HiSeq 4000	682549	1.55789E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR791/SRR7910046/SRR7910046.sra	SRR7910046.sra	SRR7910046_WGS_cross-site_study.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR791/006/SRR7910046/SRR7910046_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR791/006/SRR7910046/SRR7910046_1.fastq.gz	SRR7910046_1.fastq.gz	SRR7910046_WGS_cross-site_study_1.fastq.gz
SRR7910046	WGS cross-site study	Illumina HiSeq 4000	682549	1.55789E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR791/SRR7910046/SRR7910046.sra	SRR7910046.sra	SRR7910046_WGS_cross-site_study.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR791/006/SRR7910046/SRR7910046_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR791/006/SRR7910046/SRR7910046_2.fastq.gz	SRR7910046_2.fastq.gz	SRR7910046_WGS_cross-site_study_2.fastq.gz
SRR7910047	WGS cross-site study	Illumina HiSeq 4000	667220	1.55789E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR791/SRR7910047/SRR7910047.sra	SRR7910047.sra	SRR7910047_WGS_cross-site_study.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR791/007/SRR7910047/SRR7910047_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR791/007/SRR7910047/SRR7910047_1.fastq.gz	SRR7910047_1.fastq.gz	SRR7910047_WGS_cross-site_study_1.fastq.gz
SRR7910047	WGS cross-site study	Illumina HiSeq 4000	667220	1.55789E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR791/SRR7910047/SRR7910047.sra	SRR7910047.sra	SRR7910047_WGS_cross-site_study.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR791/007/SRR7910047/SRR7910047_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR791/007/SRR7910047/SRR7910047_2.fastq.gz	SRR7910047_2.fastq.gz	SRR7910047_WGS_cross-site_study_2.fastq.gz
SRR7910048	WGS cross-site study	Illumina HiSeq 4000	646175	1.55789E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR791/SRR7910048/SRR7910048.sra	SRR7910048.sra	SRR7910048_WGS_cross-site_study.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR791/008/SRR7910048/SRR7910048_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR791/008/SRR7910048/SRR7910048_1.fastq.gz	SRR7910048_1.fastq.gz	SRR7910048_WGS_cross-site_study_1.fastq.gz
SRR7910048	WGS cross-site study	Illumina HiSeq 4000	646175	1.55789E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR791/SRR7910048/SRR7910048.sra	SRR7910048.sra	SRR7910048_WGS_cross-site_study.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR791/008/SRR7910048/SRR7910048_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR791/008/SRR7910048/SRR7910048_2.fastq.gz	SRR7910048_2.fastq.gz	SRR7910048_WGS_cross-site_study_2.fastq.gz
SRR7890861	WGS cross-site study	Illumina HiSeq 4000	1914260	1.55789E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR789/SRR7890861/SRR7890861.sra	SRR7890861.sra	SRR7890861_WGS_cross-site_study.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR789/001/SRR7890861/SRR7890861_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR789/001/SRR7890861/SRR7890861_1.fastq.gz	SRR7890861_1.fastq.gz	SRR7890861_WGS_cross-site_study_1.fastq.gz
SRR7890861	WGS cross-site study	Illumina HiSeq 4000	1914260	1.55789E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR789/SRR7890861/SRR7890861.sra	SRR7890861.sra	SRR7890861_WGS_cross-site_study.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR789/001/SRR7890861/SRR7890861_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR789/001/SRR7890861/SRR7890861_2.fastq.gz	SRR7890861_2.fastq.gz	SRR7890861_WGS_cross-site_study_2.fastq.gz
SRR7890860	WGS cross-site study	Illumina HiSeq 4000	1885002	1.55789E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR789/SRR7890860/SRR7890860.sra	SRR7890860.sra	SRR7890860_WGS_cross-site_study.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR789/000/SRR7890860/SRR7890860_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR789/000/SRR7890860/SRR7890860_1.fastq.gz	SRR7890860_1.fastq.gz	SRR7890860_WGS_cross-site_study_1.fastq.gz
SRR7890860	WGS cross-site study	Illumina HiSeq 4000	1885002	1.55789E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR789/SRR7890860/SRR7890860.sra	SRR7890860.sra	SRR7890860_WGS_cross-site_study.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR789/000/SRR7890860/SRR7890860_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR789/000/SRR7890860/SRR7890860_2.fastq.gz	SRR7890860_2.fastq.gz	SRR7890860_WGS_cross-site_study_2.fastq.gz
SRR7890859	WGS cross-site study	Illumina HiSeq 4000	762711	1.55789E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR789/SRR7890859/SRR7890859.sra	SRR7890859.sra	SRR7890859_WGS_cross-site_study.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR789/009/SRR7890859/SRR7890859_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR789/009/SRR7890859/SRR7890859_1.fastq.gz	SRR7890859_1.fastq.gz	SRR7890859_WGS_cross-site_study_1.fastq.gz
SRR7890859	WGS cross-site study	Illumina HiSeq 4000	762711	1.55789E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR789/SRR7890859/SRR7890859.sra	SRR7890859.sra	SRR7890859_WGS_cross-site_study.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR789/009/SRR7890859/SRR7890859_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR789/009/SRR7890859/SRR7890859_2.fastq.gz	SRR7890859_2.fastq.gz	SRR7890859_WGS_cross-site_study_2.fastq.gz
SRR7945633	WGS cross-site study	Illumina HiSeq 4000	773271	1.55789E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR794/SRR7945633/SRR7945633.sra	SRR7945633.sra	SRR7945633_WGS_cross-site_study.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR794/003/SRR7945633/SRR7945633_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR794/003/SRR7945633/SRR7945633_1.fastq.gz	SRR7945633_1.fastq.gz	SRR7945633_WGS_cross-site_study_1.fastq.gz
SRR7945633	WGS cross-site study	Illumina HiSeq 4000	773271	1.55789E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR794/SRR7945633/SRR7945633.sra	SRR7945633.sra	SRR7945633_WGS_cross-site_study.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR794/003/SRR7945633/SRR7945633_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR794/003/SRR7945633/SRR7945633_2.fastq.gz	SRR7945633_2.fastq.gz	SRR7945633_WGS_cross-site_study_2.fastq.gz
SRR7945634	WGS cross-site study	Illumina HiSeq 4000	702107	1.55789E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR794/SRR7945634/SRR7945634.sra	SRR7945634.sra	SRR7945634_WGS_cross-site_study.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR794/004/SRR7945634/SRR7945634_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR794/004/SRR7945634/SRR7945634_1.fastq.gz	SRR7945634_1.fastq.gz	SRR7945634_WGS_cross-site_study_1.fastq.gz
SRR7945634	WGS cross-site study	Illumina HiSeq 4000	702107	1.55789E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR794/SRR7945634/SRR7945634.sra	SRR7945634.sra	SRR7945634_WGS_cross-site_study.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR794/004/SRR7945634/SRR7945634_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR794/004/SRR7945634/SRR7945634_2.fastq.gz	SRR7945634_2.fastq.gz	SRR7945634_WGS_cross-site_study_2.fastq.gz
SRR7945663	WGS cross-site study	Illumina HiSeq 4000	653417	1.55789E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR794/SRR7945663/SRR7945663.sra	SRR7945663.sra	SRR7945663_WGS_cross-site_study.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR794/003/SRR7945663/SRR7945663_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR794/003/SRR7945663/SRR7945663_1.fastq.gz	SRR7945663_1.fastq.gz	SRR7945663_WGS_cross-site_study_1.fastq.gz
SRR7945663	WGS cross-site study	Illumina HiSeq 4000	653417	1.55789E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR794/SRR7945663/SRR7945663.sra	SRR7945663.sra	SRR7945663_WGS_cross-site_study.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR794/003/SRR7945663/SRR7945663_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR794/003/SRR7945663/SRR7945663_2.fastq.gz	SRR7945663_2.fastq.gz	SRR7945663_WGS_cross-site_study_2.fastq.gz
SRR7890858	WGS cross-site study	Illumina HiSeq 4000	562653	1.55789E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR789/SRR7890858/SRR7890858.sra	SRR7890858.sra	SRR7890858_WGS_cross-site_study.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR789/008/SRR7890858/SRR7890858_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR789/008/SRR7890858/SRR7890858_1.fastq.gz	SRR7890858_1.fastq.gz	SRR7890858_WGS_cross-site_study_1.fastq.gz
SRR7890858	WGS cross-site study	Illumina HiSeq 4000	562653	1.55789E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR789/SRR7890858/SRR7890858.sra	SRR7890858.sra	SRR7890858_WGS_cross-site_study.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR789/008/SRR7890858/SRR7890858_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR789/008/SRR7890858/SRR7890858_2.fastq.gz	SRR7890858_2.fastq.gz	SRR7890858_WGS_cross-site_study_2.fastq.gz
SRR7909740	WGS cross-site study	Illumina HiSeq 4000	592108	1.55789E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR790/SRR7909740/SRR7909740.sra	SRR7909740.sra	SRR7909740_WGS_cross-site_study.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR790/000/SRR7909740/SRR7909740_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR790/000/SRR7909740/SRR7909740_1.fastq.gz	SRR7909740_1.fastq.gz	SRR7909740_WGS_cross-site_study_1.fastq.gz
SRR7909740	WGS cross-site study	Illumina HiSeq 4000	592108	1.55789E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR790/SRR7909740/SRR7909740.sra	SRR7909740.sra	SRR7909740_WGS_cross-site_study.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR790/000/SRR7909740/SRR7909740_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR790/000/SRR7909740/SRR7909740_2.fastq.gz	SRR7909740_2.fastq.gz	SRR7909740_WGS_cross-site_study_2.fastq.gz
SRR7909741	WGS cross-site study	Illumina HiSeq 4000	592317	1.55789E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR790/SRR7909741/SRR7909741.sra	SRR7909741.sra	SRR7909741_WGS_cross-site_study.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR790/001/SRR7909741/SRR7909741_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR790/001/SRR7909741/SRR7909741_1.fastq.gz	SRR7909741_1.fastq.gz	SRR7909741_WGS_cross-site_study_1.fastq.gz
SRR7909741	WGS cross-site study	Illumina HiSeq 4000	592317	1.55789E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR790/SRR7909741/SRR7909741.sra	SRR7909741.sra	SRR7909741_WGS_cross-site_study.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR790/001/SRR7909741/SRR7909741_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR790/001/SRR7909741/SRR7909741_2.fastq.gz	SRR7909741_2.fastq.gz	SRR7909741_WGS_cross-site_study_2.fastq.gz
