Library Name,Sample Name,tissue,Run,age,Assay Type,AvgSpotLen,Bases,BIOMATERIAL_PROVIDER,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,isolate,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,sex,SRA Study,create_date,version,cell_line,culture_collection,treatment,Title,Platform__sra_explorer,Total bases,Create date,SRA URL,SRA filename,SRA nice filename,FastQ URL,FastQ Aspera URL,FastQ filename,FastQ nice filename,Sample,biosample,Platform__supplemntary_tables,Machine model,library prep.,Total Reads (PF),Raw reads coverage,Total Reads After Trimming,Percent Total Reads after Trimming,Total Mapped Reads (Trimmed),Percent Total Mapped Reads (Trimmed),Percent Non-duplicated Reads (Mapped Trimmed),Mean Effect Coverage Depth,Percent of Coverage >= 5X,Percent GC,Median Insert Size,Effect Mean Coverage Inside Target (X),Percent Reads Mapped On Target,Percent Coverage >= 30x
WES_NV_N_3,HCC1395BL,B lymphoblast,SRR7890853,43,WXS,250,46988175750,ATCC,PRJNA489865,SAMN10102574,Human,23690584498,FDA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4728515,Illumina HiSeq 2500,missing,PAIRED,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,female,SRP162370,2018-09-21T21:11:00Z,1,ATCC CRL-2325,ATCC:CRL-2325,NA,WES cross-site study,Illumina HiSeq 2500,469882,1557892800000,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR789/SRR7890853/SRR7890853.sra,SRR7890853.sra,SRR7890853_WES_cross-site_study.sra,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR789/003/SRR7890853/SRR7890853_1.fastq.gz,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR789/003/SRR7890853/SRR7890853_1.fastq.gz,SRR7890853_1.fastq.gz,SRR7890853_WES_cross-site_study_1.fastq.gz,HCC1395BL,fresh cell,NA,HiSeq2500,NA,375905406,783,375873310,99.99,373410296,99.35,80,NA,NA,43.98,274,306.61,74.65,98.7
WES_NV_N_3,HCC1395BL,B lymphoblast,SRR7890853,43,WXS,250,46988175750,ATCC,PRJNA489865,SAMN10102574,Human,23690584498,FDA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4728515,Illumina HiSeq 2500,missing,PAIRED,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,female,SRP162370,2018-09-21T21:11:00Z,1,ATCC CRL-2325,ATCC:CRL-2325,NA,WES cross-site study,Illumina HiSeq 2500,469882,1557892800000,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR789/SRR7890853/SRR7890853.sra,SRR7890853.sra,SRR7890853_WES_cross-site_study.sra,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR789/003/SRR7890853/SRR7890853_2.fastq.gz,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR789/003/SRR7890853/SRR7890853_2.fastq.gz,SRR7890853_2.fastq.gz,SRR7890853_WES_cross-site_study_2.fastq.gz,HCC1395BL,fresh cell,NA,HiSeq2500,NA,375905406,783,375873310,99.99,373410296,99.35,80,NA,NA,43.98,274,306.61,74.65,98.7
WGS_NC_T_1,HCC1395,breast carcinoma,SRR7890854,43,WGS,302,181563326838,ATCC,PRJNA489865,SAMN10102573,Human,81654234248,FDA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4728514,Illumina HiSeq 4000,CRL-2324,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,female,SRP162370,2018-09-22T02:46:00Z,1,CRL-2324,NA,NA,WGS cross-site study,Illumina HiSeq 4000,1815633,1557892800000,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR789/SRR7890854/SRR7890854.sra,SRR7890854.sra,SRR7890854_WGS_cross-site_study.sra,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR789/004/SRR7890854/SRR7890854_1.fastq.gz,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR789/004/SRR7890854/SRR7890854_1.fastq.gz,SRR7890854_1.fastq.gz,SRR7890854_WGS_cross-site_study_1.fastq.gz,HCC1395,fresh cell,HiSeq,HiSeq4000,TruSeq PCR free,1202406138,58,1201304904,99.91,1196430615,99.59,96.53,41.02,92.9,40.17,408,NA,NA,NA
WGS_NC_T_1,HCC1395,breast carcinoma,SRR7890854,43,WGS,302,181563326838,ATCC,PRJNA489865,SAMN10102573,Human,81654234248,FDA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4728514,Illumina HiSeq 4000,CRL-2324,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,female,SRP162370,2018-09-22T02:46:00Z,1,CRL-2324,NA,NA,WGS cross-site study,Illumina HiSeq 4000,1815633,1557892800000,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR789/SRR7890854/SRR7890854.sra,SRR7890854.sra,SRR7890854_WGS_cross-site_study.sra,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR789/004/SRR7890854/SRR7890854_2.fastq.gz,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR789/004/SRR7890854/SRR7890854_2.fastq.gz,SRR7890854_2.fastq.gz,SRR7890854_WGS_cross-site_study_2.fastq.gz,HCC1395,fresh cell,HiSeq,HiSeq4000,TruSeq PCR free,1202406138,58,1201304904,99.91,1196430615,99.59,96.53,41.02,92.9,40.17,408,NA,NA,NA
WGS_NC_N_1,HCC1395BL,B lymphoblast,SRR7890855,43,WGS,302,186049631062,ATCC,PRJNA489865,SAMN10102574,Human,82747957902,FDA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4728513,Illumina HiSeq 4000,missing,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,female,SRP162370,2018-09-22T02:50:00Z,1,ATCC CRL-2325,ATCC:CRL-2325,NA,WGS cross-site study,Illumina HiSeq 4000,1860496,1557892800000,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR789/SRR7890855/SRR7890855.sra,SRR7890855.sra,SRR7890855_WGS_cross-site_study.sra,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR789/005/SRR7890855/SRR7890855_1.fastq.gz,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR789/005/SRR7890855/SRR7890855_1.fastq.gz,SRR7890855_1.fastq.gz,SRR7890855_WGS_cross-site_study_1.fastq.gz,HCC1395BL,fresh cell,HiSeq,HiSeq4000,TruSeq PCR free,1232116762,60,1231187894,99.93,1226338013,99.61,96.27,42.61,93.59,39.99,417,NA,NA,NA
WGS_NC_N_1,HCC1395BL,B lymphoblast,SRR7890855,43,WGS,302,186049631062,ATCC,PRJNA489865,SAMN10102574,Human,82747957902,FDA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4728513,Illumina HiSeq 4000,missing,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,female,SRP162370,2018-09-22T02:50:00Z,1,ATCC CRL-2325,ATCC:CRL-2325,NA,WGS cross-site study,Illumina HiSeq 4000,1860496,1557892800000,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR789/SRR7890855/SRR7890855.sra,SRR7890855.sra,SRR7890855_WGS_cross-site_study.sra,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR789/005/SRR7890855/SRR7890855_2.fastq.gz,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR789/005/SRR7890855/SRR7890855_2.fastq.gz,SRR7890855_2.fastq.gz,SRR7890855_WGS_cross-site_study_2.fastq.gz,HCC1395BL,fresh cell,HiSeq,HiSeq4000,TruSeq PCR free,1232116762,60,1231187894,99.93,1226338013,99.61,96.27,42.61,93.59,39.99,417,NA,NA,NA
WGS_IL_T_1,HCC1395,breast carcinoma,SRR7890856,43,WGS,300,323657926956,ATCC,PRJNA489865,SAMN10102573,Human,155876433880,FDA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4728512,Illumina HiSeq 4000,CRL-2324,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,female,SRP162370,2018-09-22T20:55:00Z,1,CRL-2324,NA,NA,WGS cross-site study,Illumina HiSeq 4000,3236579,1557892800000,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR789/SRR7890856/SRR7890856.sra,SRR7890856.sra,SRR7890856_WGS_cross-site_study.sra,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR789/006/SRR7890856/SRR7890856_1.fastq.gz,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR789/006/SRR7890856/SRR7890856_1.fastq.gz,SRR7890856_1.fastq.gz,SRR7890856_WGS_cross-site_study_1.fastq.gz,HCC1395,fresh cell,HiSeq,HiSeq4000,TruSeq PCR free,2152864926,105,2151176006,99.92,2141479936,99.55,95.11,67,93.05,39.9,417,NA,NA,NA
WGS_IL_T_1,HCC1395,breast carcinoma,SRR7890856,43,WGS,300,323657926956,ATCC,PRJNA489865,SAMN10102573,Human,155876433880,FDA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4728512,Illumina HiSeq 4000,CRL-2324,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,female,SRP162370,2018-09-22T20:55:00Z,1,CRL-2324,NA,NA,WGS cross-site study,Illumina HiSeq 4000,3236579,1557892800000,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR789/SRR7890856/SRR7890856.sra,SRR7890856.sra,SRR7890856_WGS_cross-site_study.sra,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR789/006/SRR7890856/SRR7890856_2.fastq.gz,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR789/006/SRR7890856/SRR7890856_2.fastq.gz,SRR7890856_2.fastq.gz,SRR7890856_WGS_cross-site_study_2.fastq.gz,HCC1395,fresh cell,HiSeq,HiSeq4000,TruSeq PCR free,2152864926,105,2151176006,99.92,2141479936,99.55,95.11,67,93.05,39.9,417,NA,NA,NA
WGS_IL_N_3,HCC1395BL,B lymphoblast,SRR7890857,43,WGS,300,64924743849,ATCC,PRJNA489865,SAMN10102574,Human,31639439455,FDA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4728511,Illumina HiSeq 4000,missing,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,female,SRP162370,2018-09-27T20:21:00Z,1,ATCC CRL-2325,ATCC:CRL-2325,NA,WGS cross-site study,Illumina HiSeq 4000,649247,1557892800000,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR789/SRR7890857/SRR7890857.sra,SRR7890857.sra,SRR7890857_WGS_cross-site_study.sra,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR789/007/SRR7890857/SRR7890857_1.fastq.gz,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR789/007/SRR7890857/SRR7890857_1.fastq.gz,SRR7890857_1.fastq.gz,SRR7890857_WGS_cross-site_study_1.fastq.gz,HCC1395BL,fresh cell,HiSeq,HiSeq4000,TruSeq PCR free,1672746794,81,1672206086,99.97,1664765047,99.56,94.5,50.79,93.66,39.18,402,NA,NA,NA
WGS_IL_N_3,HCC1395BL,B lymphoblast,SRR7890857,43,WGS,300,64924743849,ATCC,PRJNA489865,SAMN10102574,Human,31639439455,FDA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4728511,Illumina HiSeq 4000,missing,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,female,SRP162370,2018-09-27T20:21:00Z,1,ATCC CRL-2325,ATCC:CRL-2325,NA,WGS cross-site study,Illumina HiSeq 4000,649247,1557892800000,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR789/SRR7890857/SRR7890857.sra,SRR7890857.sra,SRR7890857_WGS_cross-site_study.sra,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR789/007/SRR7890857/SRR7890857_2.fastq.gz,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR789/007/SRR7890857/SRR7890857_2.fastq.gz,SRR7890857_2.fastq.gz,SRR7890857_WGS_cross-site_study_2.fastq.gz,HCC1395BL,fresh cell,HiSeq,HiSeq4000,TruSeq PCR free,1672746794,81,1672206086,99.97,1664765047,99.56,94.5,50.79,93.66,39.18,402,NA,NA,NA
WGS_IL_N_2,HCC1395BL,B lymphoblast,SRR7890858,43,WGS,300,56265329443,ATCC,PRJNA489865,SAMN10102574,Human,26477810068,FDA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4728510,Illumina HiSeq 4000,missing,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,female,SRP162370,2018-09-27T20:10:00Z,1,ATCC CRL-2325,ATCC:CRL-2325,NA,WGS cross-site study,Illumina HiSeq 4000,562653,1557892800000,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR789/SRR7890858/SRR7890858.sra,SRR7890858.sra,SRR7890858_WGS_cross-site_study.sra,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR789/008/SRR7890858/SRR7890858_1.fastq.gz,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR789/008/SRR7890858/SRR7890858_1.fastq.gz,SRR7890858_1.fastq.gz,SRR7890858_WGS_cross-site_study_1.fastq.gz,HCC1395BL,fresh cell,HiSeq,HiSeq4000,TruSeq PCR free,1552485544,75,1551295230,99.92,1546324619,99.68,93.78,50.04,93.64,39.22,393,NA,NA,NA
WGS_IL_N_2,HCC1395BL,B lymphoblast,SRR7890858,43,WGS,300,56265329443,ATCC,PRJNA489865,SAMN10102574,Human,26477810068,FDA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4728510,Illumina HiSeq 4000,missing,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,female,SRP162370,2018-09-27T20:10:00Z,1,ATCC CRL-2325,ATCC:CRL-2325,NA,WGS cross-site study,Illumina HiSeq 4000,562653,1557892800000,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR789/SRR7890858/SRR7890858.sra,SRR7890858.sra,SRR7890858_WGS_cross-site_study.sra,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR789/008/SRR7890858/SRR7890858_2.fastq.gz,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR789/008/SRR7890858/SRR7890858_2.fastq.gz,SRR7890858_2.fastq.gz,SRR7890858_WGS_cross-site_study_2.fastq.gz,HCC1395BL,fresh cell,HiSeq,HiSeq4000,TruSeq PCR free,1552485544,75,1551295230,99.92,1546324619,99.68,93.78,50.04,93.64,39.22,393,NA,NA,NA
WGS_IL_N_1,HCC1395BL,B lymphoblast,SRR7890859,43,WGS,300,76271058509,ATCC,PRJNA489865,SAMN10102574,Human,40626133743,FDA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4728509,Illumina HiSeq 4000,missing,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,female,SRP162370,2018-10-04T01:33:00Z,1,ATCC CRL-2325,ATCC:CRL-2325,NA,WGS cross-site study,Illumina HiSeq 4000,762711,1557892800000,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR789/SRR7890859/SRR7890859.sra,SRR7890859.sra,SRR7890859_WGS_cross-site_study.sra,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR789/009/SRR7890859/SRR7890859_1.fastq.gz,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR789/009/SRR7890859/SRR7890859_1.fastq.gz,SRR7890859_1.fastq.gz,SRR7890859_WGS_cross-site_study_1.fastq.gz,HCC1395BL,fresh cell,HiSeq,HiSeq4000,TruSeq PCR free,1922974720,93,1921659788,99.93,1913037464,99.55,95.2,58.98,93.68,39.7,419,NA,NA,NA
WGS_IL_N_1,HCC1395BL,B lymphoblast,SRR7890859,43,WGS,300,76271058509,ATCC,PRJNA489865,SAMN10102574,Human,40626133743,FDA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4728509,Illumina HiSeq 4000,missing,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,female,SRP162370,2018-10-04T01:33:00Z,1,ATCC CRL-2325,ATCC:CRL-2325,NA,WGS cross-site study,Illumina HiSeq 4000,762711,1557892800000,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR789/SRR7890859/SRR7890859.sra,SRR7890859.sra,SRR7890859_WGS_cross-site_study.sra,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR789/009/SRR7890859/SRR7890859_2.fastq.gz,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR789/009/SRR7890859/SRR7890859_2.fastq.gz,SRR7890859_2.fastq.gz,SRR7890859_WGS_cross-site_study_2.fastq.gz,HCC1395BL,fresh cell,HiSeq,HiSeq4000,TruSeq PCR free,1922974720,93,1921659788,99.93,1913037464,99.55,95.2,58.98,93.68,39.7,419,NA,NA,NA
WGS_LL_T_1,HCC1395,breast carcinoma,SRR7890860,43,WGS,302,188500165668,ATCC,PRJNA489865,SAMN10102573,Human,76549106311,FDA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4728508,Illumina HiSeq 4000,CRL-2324,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,female,SRP162370,2018-09-22T02:05:00Z,1,CRL-2324,NA,NA,WGS cross-site study,Illumina HiSeq 4000,1885002,1557892800000,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR789/SRR7890860/SRR7890860.sra,SRR7890860.sra,SRR7890860_WGS_cross-site_study.sra,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR789/000/SRR7890860/SRR7890860_1.fastq.gz,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR789/000/SRR7890860/SRR7890860_1.fastq.gz,SRR7890860_1.fastq.gz,SRR7890860_WGS_cross-site_study_1.fastq.gz,HCC1395,fresh cell,HiSeq,HiSeq4000,TruSeq PCR free,1248345468,61,1247771438,99.95,1240175659,99.39,79.82,47.8,92.89,40.2,372,NA,NA,NA
WGS_LL_T_1,HCC1395,breast carcinoma,SRR7890860,43,WGS,302,188500165668,ATCC,PRJNA489865,SAMN10102573,Human,76549106311,FDA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4728508,Illumina HiSeq 4000,CRL-2324,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,female,SRP162370,2018-09-22T02:05:00Z,1,CRL-2324,NA,NA,WGS cross-site study,Illumina HiSeq 4000,1885002,1557892800000,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR789/SRR7890860/SRR7890860.sra,SRR7890860.sra,SRR7890860_WGS_cross-site_study.sra,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR789/000/SRR7890860/SRR7890860_2.fastq.gz,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR789/000/SRR7890860/SRR7890860_2.fastq.gz,SRR7890860_2.fastq.gz,SRR7890860_WGS_cross-site_study_2.fastq.gz,HCC1395,fresh cell,HiSeq,HiSeq4000,TruSeq PCR free,1248345468,61,1247771438,99.95,1240175659,99.39,79.82,47.8,92.89,40.2,372,NA,NA,NA
WGS_LL_N_1,HCC1395BL,B lymphoblast,SRR7890861,43,WGS,302,191426006598,ATCC,PRJNA489865,SAMN10102574,Human,77736970759,FDA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4728507,Illumina HiSeq 4000,missing,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,female,SRP162370,2018-09-22T02:35:00Z,1,ATCC CRL-2325,ATCC:CRL-2325,NA,WGS cross-site study,Illumina HiSeq 4000,1914260,1557892800000,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR789/SRR7890861/SRR7890861.sra,SRR7890861.sra,SRR7890861_WGS_cross-site_study.sra,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR789/001/SRR7890861/SRR7890861_1.fastq.gz,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR789/001/SRR7890861/SRR7890861_1.fastq.gz,SRR7890861_1.fastq.gz,SRR7890861_WGS_cross-site_study_1.fastq.gz,HCC1395BL,fresh cell,HiSeq,HiSeq4000,TruSeq PCR free,1267721898,62,1267074486,99.95,1260762149,99.5,79.06,48.62,93.57,39.95,377,NA,NA,NA
WGS_LL_N_1,HCC1395BL,B lymphoblast,SRR7890861,43,WGS,302,191426006598,ATCC,PRJNA489865,SAMN10102574,Human,77736970759,FDA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4728507,Illumina HiSeq 4000,missing,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,female,SRP162370,2018-09-22T02:35:00Z,1,ATCC CRL-2325,ATCC:CRL-2325,NA,WGS cross-site study,Illumina HiSeq 4000,1914260,1557892800000,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR789/SRR7890861/SRR7890861.sra,SRR7890861.sra,SRR7890861_WGS_cross-site_study.sra,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR789/001/SRR7890861/SRR7890861_2.fastq.gz,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR789/001/SRR7890861/SRR7890861_2.fastq.gz,SRR7890861_2.fastq.gz,SRR7890861_WGS_cross-site_study_2.fastq.gz,HCC1395BL,fresh cell,HiSeq,HiSeq4000,TruSeq PCR free,1267721898,62,1267074486,99.95,1260762149,99.5,79.06,48.62,93.57,39.95,377,NA,NA,NA
WGS_IL_T_3,HCC1395,breast carcinoma,SRR7890862,43,WGS,300,62758985149,ATCC,PRJNA489865,SAMN10102573,Human,30587093762,FDA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4728506,Illumina HiSeq 4000,CRL-2324,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,female,SRP162370,2018-09-27T20:16:00Z,1,CRL-2324,NA,NA,WGS cross-site study,Illumina HiSeq 4000,627590,1557892800000,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR789/SRR7890862/SRR7890862.sra,SRR7890862.sra,SRR7890862_WGS_cross-site_study.sra,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR789/002/SRR7890862/SRR7890862_1.fastq.gz,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR789/002/SRR7890862/SRR7890862_1.fastq.gz,SRR7890862_1.fastq.gz,SRR7890862_WGS_cross-site_study_1.fastq.gz,HCC1395,fresh cell,HiSeq,HiSeq4000,TruSeq PCR free,1745338388,85,1744749370,99.97,1737271357,99.57,93.05,53.38,93,39.4,401,NA,NA,NA
WGS_IL_T_3,HCC1395,breast carcinoma,SRR7890862,43,WGS,300,62758985149,ATCC,PRJNA489865,SAMN10102573,Human,30587093762,FDA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4728506,Illumina HiSeq 4000,CRL-2324,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,female,SRP162370,2018-09-27T20:16:00Z,1,CRL-2324,NA,NA,WGS cross-site study,Illumina HiSeq 4000,627590,1557892800000,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR789/SRR7890862/SRR7890862.sra,SRR7890862.sra,SRR7890862_WGS_cross-site_study.sra,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR789/002/SRR7890862/SRR7890862_2.fastq.gz,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR789/002/SRR7890862/SRR7890862_2.fastq.gz,SRR7890862_2.fastq.gz,SRR7890862_WGS_cross-site_study_2.fastq.gz,HCC1395,fresh cell,HiSeq,HiSeq4000,TruSeq PCR free,1745338388,85,1744749370,99.97,1737271357,99.57,93.05,53.38,93,39.4,401,NA,NA,NA
WGS_IL_T_2,HCC1395,breast carcinoma,SRR7890863,43,WGS,300,67814184653,ATCC,PRJNA489865,SAMN10102573,Human,31754677704,FDA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4728505,Illumina HiSeq 4000,CRL-2324,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-05-15T00:00:00Z,female,SRP162370,2018-09-28T00:50:00Z,1,CRL-2324,NA,NA,WGS cross-site study,Illumina HiSeq 4000,678142,1557892800000,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR789/SRR7890863/SRR7890863.sra,SRR7890863.sra,SRR7890863_WGS_cross-site_study.sra,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR789/003/SRR7890863/SRR7890863_1.fastq.gz,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR789/003/SRR7890863/SRR7890863_1.fastq.gz,SRR7890863_1.fastq.gz,SRR7890863_WGS_cross-site_study_1.fastq.gz,HCC1395,fresh cell,HiSeq,HiSeq4000,TruSeq PCR free,1742944436,85,1741213400,99.9,1735985947,99.7,92.73,56.1,92.99,39.63,395,NA,NA,NA
